Counter;Sol_irradiation [Wh/sqm];P*;Q*
778;47.94078943;0.000178423;0.000259611
779;61.25767538;0.000183;0.000251589
780;129.2872125;0.000189075;0.000237329
781;223.4935936;0.000188464;0.000239111
782;301.6136199;0.000185308;0.000242676
783;154.3264314;0.000180314;0.00023109
784;29.29714909;0.00017433;0.000233764
785;7.99013157;0.000168573;0.00024535
786;0;0.00017975;0.000255154
787;0;0.000184474;0.000264958
788;0;0.000177866;0.000256937
789;0;0.000158983;0.000249807
790;0;0.000144369;0.000261393
791;0;0.000134646;0.000217721
792;0;0.000115399;0.000199004
793;0;0.000100696;0.000183853
794;0;9.01E-05;0.000166027
795;0;8.70E-05;0.000207917
796;0;8.84E-05;0.000206134
797;0;9.45E-05;0.000208808
798;0;0.000105249;0.00023822
799;0;0.00013662;0.00025248
800;2.66337719;0.000167937;0.000269414
801;10.65350876;0.000177682;0.000270306
802;29.29714909;0.000178592;0.000273871
803;101.2083332;0.000182985;0.000264958
804;237.7007089;0.000185603;0.000250698
805;377.4163849;0.000183316;0.000237329
806;275.5904195;0.000176713;0.000233764
807;101.4625476;0.000170685;0.00023822
808;59.80643575;0.000167704;0.000268523
809;7.99013157;0.000164093;0.000259611
810;0;0.000176194;0.000249807
811;0;0.000185599;0.000263176
812;0;0.000178351;0.000256045
813;0;0.000160334;0.000246242
814;0;0.000143229;0.000228416
815;0;0.000132972;0.000224851
816;0;0.000115895;0.000215047
817;0;0.000101291;0.000208808
818;0;9.09E-05;0.000218612
819;0;0.000086081;0.000232873
820;0;8.68E-05;0.000242676
821;0;9.05E-05;0.000241785
822;0;0.000103599;0.000240003
823;0;0.000137574;0.000266741
824;5.32675438;0.000167429;0.000288131
825;42.61403504;0.000175917;0.000291696
826;85.22807009;0.000179023;0.00029437
827;163.2851798;0.000183277;0.00028011
828;586.108383;0.000185817;0.00024535
829;297.1648729;0.000182237;0.000242676
830;97.13552512;0.000178895;0.000240894
831;106.4789925;0.000173466;0.000243568
832;98.98458409;0.00016933;0.000240003
833;5.32675438;0.000166431;0.000240894
834;0;0.000177411;0.000249807
835;0;0.000185889;0.000257828
836;0;0.000178388;0.000264067
837;0;0.000160531;0.000237329
838;0;0.000145525;0.000229307
839;0;0.000136195;0.000233764
840;0;0.000116805;0.000219503
841;0;0.000100108;0.000203461
842;0;9.03E-05;0.000200787
843;0;8.44E-05;0.0002097
844;0;8.34E-05;0.000218612
845;0;8.76E-05;0.000225742
846;0;0.000102473;0.000240894
847;0;0.000135106;0.000256937
848;7.99013157;0.000165714;0.000268523
849;71.99534961;0.000174559;0.00027298
850;63.92105257;0.000174848;0.000257828
851;154.475877;0.000175435;0.000256045
852;109.1984648;0.000180346;0.000248915
853;74.57456133;0.000178118;0.000247133
854;90.55482447;0.000177237;0.000251589
855;157.05064;0.00017244;0.000241785
856;37.28728066;0.000170416;0.00023822
857;7.99013157;0.000166805;0.000206134
858;0;0.000176089;0.000256937
859;0;0.00018391;0.000264067
860;0;0.000177704;0.000258719
861;0;0.000159425;0.000264958
862;0;0.000145131;0.000239111
863;0;0.000135404;0.000234655
864;0;0.000117345;0.00022396
865;0;0.00010122;0.000211482
866;0;9.31E-05;0.000207917
867;0;8.85E-05;0.00021683
868;0;8.83E-05;0.000231981
869;0;9.20E-05;0.000242676
870;0;0.000104538;0.000259611
871;0;0.00013766;0.000248024
872;10.65350876;0.00016894;0.000279218
873;45.27741224;0.000176297;0.000289022
874;215.7456743;0.000177503;0.000293479
875;487.2369363;0.000178578;0.000265849
876;637.1482606;0.00017982;0.000247133
877;659.5022307;0.000174197;0.000217721
878;521.1597059;0.000166286;0.000203461
879;454.9935478;0.000157385;0.000223069
880;229.2954231;0.00015726;0.000227525
881;10.71809732;0.000154777;0.000234655
882;0;0.000167002;0.000264067
883;0;0.00017594;0.000262284
884;0;0.000167836;0.00025248
885;0;0.000149434;0.000233764
886;0;0.00013499;0.000214156
887;0;0.000128304;0.000211482
888;0;0.000114664;0.000190092
889;0;9.99E-05;0.000179396
890;0;9.02E-05;0.000173158
891;0;8.27E-05;0.000179396
892;0;7.77E-05;0.000185635
893;0;7.57E-05;0.000190983
894;0;7.25E-05;0.000215047
895;0;0.000074488;0.000218612
896;16.0448517;8.90E-05;0.000218612
897;284.650996;0.000103638;0.000239111
898;323.4662625;0.000117832;0.000241785
899;124.3778901;0.000126112;0.000234655
900;122.5153508;0.000131131;0.000224851
901;172.4004606;0.000128258;0.000207917
902;74.57456133;0.000121057;0.000213265
903;45.27741224;0.000116792;0.000211482
904;15.98026314;0.000117229;0.0002097
905;2.66337719;0.000119083;0.000218612
906;0;0.000134578;0.000221286
907;0;0.000149411;0.000222177
908;0;0.000139075;0.000221286
909;0;0.000122583;0.000207026
910;0;0.000107736;0.000199004
911;0;0.000110252;0.000198113
912;0;9.79E-05;0.000198113
913;0;8.39E-05;0.000202569
914;0;7.26E-05;0.000205243
915;0;6.64E-05;0.000202569
916;0;6.25E-05;0.000201678
917;0;6.03E-05;0.0002097
918;0;5.45E-05;0.0002097
919;0;4.76E-05;0.0002097
920;16.0448517;5.89E-05;0.000230199
921;340.0905718;7.31E-05;0.000240003
922;566.0392593;9.17E-05;0.000235546
923;730.4207049;0.000103841;0.000223069
924;743.9374604;0.00010958;0.000200787
925;733.1091562;0.000105446;0.0001892
926;590.7915578;9.58E-05;0.000186527
927;531.9284271;8.90E-05;0.000187418
928;290.0445636;8.43E-05;0.000185635
929;8.24848579;8.57E-05;0.000204352
930;0;0.000101457;0.000229307
931;0;0.000125349;0.000227525
932;0;0.000119943;0.000221286
933;0;0.000109656;0.000205243
934;0;0.000107361;0.000188309
935;0;0.000112747;0.000184744
936;0;0.000101555;0.000174049
937;0;8.94E-05;0.000179396
938;0;8.03E-05;0.000166919
939;0;7.52E-05;0.000166027
940;0;7.62E-05;0.000166027
941;0;8.14E-05;0.000179396
942;0;9.79E-05;0.000199896
943;0;0.000137185;0.000199896
944;5.32675438;0.000168618;0.000223069
945;26.6337719;0.000181325;0.000217721
946;61.25767538;0.000184693;0.000219503
947;109.1984648;0.000191116;0.000197222
948;133.1688595;0.000194917;0.000191874
949;165.0182801;0.000193783;0.000199896
950;95.88157885;0.000191926;0.000195439
951;79.90131571;0.000187824;0.000198113
952;37.28728066;0.000182723;0.000198113
953;5.32675438;0.00017787;0.000200787
954;0;0.000183762;0.000206134
955;0;0.00018888;0.000208808
956;0;0.00018122;0.000207026
957;0;0.000161505;0.000206134
958;0;0.000145454;0.000192765
959;0;0.000133841;0.000175831
960;0;0.000112433;0.000163354
961;0;0.000094977;0.000164245
962;0;8.50E-05;0.000165136
963;0;8.15E-05;0.000164245
964;0;0.000081906;0.000165136
965;0;8.73E-05;0.000165136
966;0;0.000101201;0.000179396
967;0;0.000137267;0.000206134
968;10.71809732;0.0001679;0.000202569
969;50.60416662;0.000176784;0.000201678
970;111.2317437;0.000177425;0.000199896
971;125.1787279;0.000183686;0.000186527
972;95.88157885;0.000187105;0.000183853
973;106.5350876;0.000186752;0.000179396
974;85.22807009;0.000183702;0.00018207
975;63.92105257;0.000180118;0.000183853
976;34.62390347;0.000175529;0.000181179
977;7.99013157;0.000168476;0.000182962
978;0;0.000175251;0.000190983
979;0;0.00018607;0.000199004
980;0;0.000175133;0.000202569
981;0;0.000157348;0.000196331
982;0;0.000140935;0.000196331
983;0;0.00012939;0.000181179
984;0;0.000109909;0.000170484
985;0;9.25E-05;0.000165136
986;0;8.22E-05;0.000165136
987;0;7.90E-05;0.000158897
988;0;8.05E-05;0.000158006
989;0;0.000085695;0.000163354
990;0;9.91E-05;0.000186527
991;0;0.000134144;0.000187418
992;5.32675438;0.000163524;0.000196331
993;26.6337719;0.000173502;0.000198113
994;58.59429819;0.000175912;0.000192765
995;82.5646929;0.000181175;0.000195439
996;114.5252192;0.000183559;0.000199004
997;141.1589911;0.000181649;0.000196331
998;122.5153508;0.000176969;0.000199896
999;136.9136608;0.000170991;0.000207917
1000;97.55384277;0.00016705;0.000205243
1001;42.22721725;0.000162486;0.000204352
1002;0;0.000172265;0.000202569
1003;0;0.000187021;0.000205243
1004;0;0.000179969;0.000187418
1005;0;0.000158616;0.000190092
1006;0;0.000142868;0.00018207
1007;0;0.000132423;0.000169593
1008;0;0.000112149;0.000166919
1009;0;9.65E-05;0.000162462
1010;0;8.69E-05;0.000159789
1011;0;8.29E-05;0.000158897
1012;0;8.44E-05;0.000174049
1013;0;8.83E-05;0.000186527
1014;0;9.94E-05;0.000194548
1015;0;0.000136074;0.000203461
1016;5.32675438;0.000165852;0.000199004
1017;23.97039471;0.000176026;0.000206134
1018;42.61403504;0.000178261;0.000210591
1019;63.92105257;0.000182428;0.000207917
1020;0;0.000185182;0.000206134
1021;0;0.000180737;0.000215938
1022;58.59429819;0.000174636;0.000213265
1023;39.95065785;0.000167643;0.000217721
1024;23.97039471;0.000162536;0.000217721
1025;5.32675438;0.000156445;0.000211482
1026;0;0.000164838;0.00021683
1027;0;0.000177229;0.000212373
1028;0;0.000170867;0.000217721
1029;0;0.000152223;0.000198113
1030;0;0.000137617;0.000195439
1031;0;0.00012885;0.00018207
1032;0;0.000110987;0.00018207
1033;0;9.74E-05;0.000173158
1034;0;8.77E-05;0.000174049
1035;0;8.29E-05;0.000172266
1036;0;8.42E-05;0.000177614
1037;0;8.89E-05;0.000190983
1038;0;0.000101347;0.000203461
1039;0;0.000132861;0.000215938
1040;13.31688595;0.000159535;0.00022396
1041;47.94078943;0.00016819;0.000224851
1042;111.861842;0.000171965;0.00023109
1043;197.6599141;0.000176239;0.000230199
1044;491.3972686;0.00017654;0.000219503
1045;685.1175654;0.00016982;0.000213265
1046;649.8957789;0.000161205;0.000214156
1047;501.0550709;0.000154111;0.000222177
1048;274.278527;0.000149593;0.000227525
1049;57.21086858;0.000146909;0.000221286
1050;0;0.000154956;0.000221286
1051;0;0.000170964;0.000223069
1052;0;0.000164652;0.000210591
1053;0;0.000144765;0.000201678
1054;0;0.000129469;0.000203461
1055;0;0.000120464;0.000195439
1056;0;0.000105344;0.000187418
1057;0;8.98E-05;0.000174049
1058;0;7.92E-05;0.000176723
1059;0;7.28E-05;0.000176723
1060;0;7.02E-05;0.000190092
1061;0;6.94E-05;0.000199896
1062;0;6.74E-05;0.000205243
1063;0;6.77E-05;0.000218612
1064;152.612418;8.06E-05;0.000221286
1065;157.0808571;9.90E-05;0.000226634
1066;423.4530134;0.000113074;0.000230199
1067;715.4368016;0.00012005;0.000235546
1068;736.9303621;0.000123902;0.000232873
1069;549.0226106;0.000116746;0.000227525
1070;271.6067827;0.000106382;0.00022396
1071;157.760274;0.00010034;0.000223069
1072;187.5629573;0.000096265;0.000225742
1073;85.5313064;9.75E-05;0.000221286
1074;0;0.000111693;0.000211482
1075;0;0.000129892;0.000205243
1076;0;0.00012018;0.000214156
1077;0;0.000104056;0.000212373
1078;0;9.37E-05;0.000212373
1079;0;9.45E-05;0.000199896
1080;0;8.05E-05;0.000177614
1081;0;6.69E-05;0.000174049
1082;0;5.88E-05;0.000174049
1083;0;5.46E-05;0.000174049
1084;0;5.33E-05;0.00017494
1085;0;5.22E-05;0.000182962
1086;0;5.02E-05;0.000210591
1087;0;0.000046581;0.000223069
1088;10.65350876;5.33E-05;0.000223069
1089;61.25767538;6.85E-05;0.000219503
1090;201.4528555;8.41E-05;0.000231981
1091;392.6764188;9.48E-05;0.00023109
1092;447.2392347;0.000103234;0.000225742
1093;274.6909931;9.81E-05;0.000222177
1094;146.4857455;8.50E-05;0.000225742
1095;66.58442976;7.89E-05;0.000227525
1096;31.96052628;7.55E-05;0.00022396
1097;10.65350876;7.39E-05;0.0002097
1098;0;9.01E-05;0.000221286
1099;0;0.000113517;0.000218612
1100;0;0.0001102;0.000223069
1101;0;9.82E-05;0.000214156
1102;0;9.21E-05;0.000212373
1103;0;9.44E-05;0.000206134
1104;0;8.27E-05;0.000188309
1105;0;7.16E-05;0.000176723
1106;0;6.43E-05;0.000178505
1107;0;6.10E-05;0.000179396
1108;0;6.41E-05;0.00018207
1109;0;7.04E-05;0.000204352
1110;0;8.43E-05;0.000228416
1111;0;0.000114574;0.000241785
1112;10.65350876;0.000140391;0.00025248
1113;47.94078943;0.000154689;0.000246242
1114;85.22807009;0.000163509;0.000250698
1115;106.5350876;0.000170942;0.00024535
1116;159.8026314;0.000172846;0.000240003
1117;361.0583362;0.000170121;0.000239111
1118;455.4305348;0.000164502;0.000231981
1119;333.3204877;0.00015673;0.000235546
1120;175.0966937;0.000151503;0.000242676
1121;46.72413346;0.000146174;0.000231981
1122;0;0.000154701;0.00022396
1123;0;0.000172858;0.000226634
1124;0;0.000168786;0.000224851
1125;0;0.00014915;0.000219503
1126;0;0.000136241;0.000213265
1127;0;0.000128498;0.0002097
1128;0;0.000111453;0.000205243
1129;0;9.74E-05;0.000191874
1130;0;8.75E-05;0.000196331
1131;0;8.19E-05;0.000199896
1132;0;8.24E-05;0.000204352
1133;0;8.81E-05;0.000215938
1134;0;9.98E-05;0.000229307
1135;0;0.000129611;0.000241785
1136;13.31688595;0.000156129;0.000264067
1137;34.62390347;0.000167952;0.000268523
1138;50.60416662;0.000173939;0.000264958
1139;79.90131571;0.000179755;0.000240894
1140;103.8717104;0.000185779;0.00023822
1141;101.2083332;0.000181546;0.000237329
1142;90.55482447;0.000175829;0.000239111
1143;63.92105257;0.000171079;0.000240003
1144;31.96052628;0.000165964;0.000241785
1145;7.99013157;0.000162708;0.000243568
1146;0;0.000170865;0.000235546
1147;0;0.000179033;0.000228416
1148;0;0.000171475;0.000227525
1149;0;0.00015375;0.000226634
1150;0;0.000138756;0.000224851
1151;0;0.000127709;0.000212373
1152;0;0.000109129;0.000201678
1153;0;9.44E-05;0.000202569
1154;0;0.000083967;0.000186527
1155;0;7.82E-05;0.000188309
1156;0;7.97E-05;0.000188309
1157;0;8.47E-05;0.000188309
1158;0;0.000098599;0.000191874
1159;0;0.000132692;0.000215047
1160;52.00208564;0.000161645;0.00023109
1161;229.5031201;0.000173585;0.000227525
1162;458.1208786;0.000177318;0.00022396
1163;735.3628011;0.000182192;0.000223069
1164;831.6852939;0.000183571;0.000193657
1165;822.6030916;0.000180502;0.000186527
1166;670.7860912;0.000177524;0.000188309
1167;502.867065;0.000173451;0.000185635
1168;279.786055;0.00016796;0.000186527
1169;93.38336937;0.000162221;0.000193657
1170;0;0.000168487;0.000202569
1171;0;0.00018299;0.000199004
1172;0;0.000181169;0.000214156
1173;0;0.000162109;0.000202569
1174;0;0.00014746;0.000187418
1175;0;0.000135177;0.000187418
1176;0;0.000115838;0.000179396
1177;0;9.99E-05;0.000185635
1178;0;9.13E-05;0.000185635
1179;0;8.69E-05;0.000182962
1180;0;8.75E-05;0.00018207
1181;0;9.29E-05;0.000183853
1182;0;0.000105367;0.0001892
1183;0.06458856;0.000137184;0.000192765
1184;87.1939555;0.000165355;0.000223069
1185;108.374535;0.000175548;0.000228416
1186;135.8322367;0.000176969;0.000214156
1187;219.7854123;0.000179319;0.000217721
1188;323.7644847;0.000185565;0.000215047
1189;561.0736253;0.000181388;0.000217721
1190;619.677922;0.000178826;0.000219503
1191;511.0701776;0.000173882;0.000226634
1192;314.1484603;0.00016904;0.00022396
1193;91.94403711;0.000161609;0.000215938
1194;0;0.000167467;0.000214156
1195;0;0.000184314;0.000218612
1196;0;0.000181916;0.000218612
1197;0;0.000162462;0.000213265
1198;0;0.000148638;0.000196331
1199;0;0.000137832;0.000185635
1200;0;0.000120116;0.000183853
1201;0;0.000105644;0.000175831
1202;0;9.63E-05;0.000180288
1203;0;9.05E-05;0.000179396
1204;0;9.06E-05;0.000180288
1205;0;0.000093219;0.000181179
1206;0;0.00010513;0.000193657
1207;0;0.000136397;0.000231981
1208;107.9101734;0.000162332;0.000242676
1209;120.8150947;0.00017177;0.000248024
1210;513.6499527;0.000174934;0.000248915
1211;208.0927793;0.000181146;0.000241785
1212;122.8905705;0.000185307;0.000235546
1213;77.23793852;0.000182465;0.000228416
1214;166.0375431;0.000172433;0.000220395
1215;192.0425116;0.000156893;0.000213265
1216;42.61403504;0.000152079;0.000213265
1217;13.31688595;0.000148791;0.0002097
1218;0;0.00015624;0.000210591
1219;0;0.000170839;0.000213265
1220;0;0.000166183;0.000215047
1221;0;0.00014535;0.000207917
1222;0;0.000130113;0.000195439
1223;0;0.000121028;0.000183853
1224;0;0.000102736;0.000175831
1225;0;8.59E-05;0.000169593
1226;0;7.70E-05;0.000166919
1227;0;7.05E-05;0.000170484
1228;0;6.71E-05;0.000169593
1229;0;6.72E-05;0.000172266
1230;0;6.72E-05;0.000173158
1231;0;7.04E-05;0.000190092
1232;31.96052628;0.000083232;0.000200787
1233;149.1733883;0.000101068;0.000212373
1234;130.3195681;0.000117612;0.000228416
1235;126.3227914;0.000131048;0.00021683
1236;236.9684095;0.000139638;0.00021683
1237;133.1688595;0.000137908;0.000223069
1238;87.89144728;0.000126891;0.00022396
1239;74.57456133;0.000119253;0.000223069
1240;125.8723051;0.000111894;0.000220395
1241;57.61741822;0.000107866;0.000220395
1242;0.06458856;0.000113925;0.000213265
1243;0;0.00012958;0.000208808
1244;0;0.00012633;0.000206134
1245;0;0.00010913;0.000207026
1246;0;9.64E-05;0.000206134
1247;0;0.000095477;0.000198113
1248;0;8.33E-05;0.000184744
1249;0;0.000068411;0.000181179
1250;0;5.89E-05;0.000177614
1251;0;5.45E-05;0.000170484
1252;0;5.14E-05;0.000180288
1253;0;5.12E-05;0.000187418
1254;0;4.76E-05;0.000206134
1255;2.66337719;4.42E-05;0.000220395
1256;13.31688595;5.07E-05;0.000212373
1257;66.58442976;6.52E-05;0.000217721
1258;167.0296211;8.19E-05;0.000214156
1259;254.4774508;9.32E-05;0.000200787
1260;445.0843129;0.000104753;0.000185635
1261;286.9804741;0.000101745;0.000199896
1262;276.5238411;9.28E-05;0.000204352
1263;150.5085905;8.50E-05;0.000220395
1264;305.2240571;0.000080959;0.000204352
1265;69.26239196;7.97E-05;0.000203461
1266;0;9.39E-05;0.000204352
1267;0;0.000117332;0.00021683
1268;0;0.0001161;0.000215938
1269;0;0.000105356;0.000213265
1270;0;0.000100463;0.000204352
1271;0;0.000105266;0.000199004
1272;0;9.37E-05;0.000191874
1273;0;8.27E-05;0.000191874
1274;0;7.98E-05;0.000191874
1275;0;7.53E-05;0.000183853
1276;0;7.97E-05;0.000179396
1277;0;8.73E-05;0.000176723
1278;0;0.000102799;0.000213265
1279;0;0.000139875;0.000226634
1280;7.99013157;0.000167793;0.000240003
1281;21.30701752;0.000181278;0.000248024
1282;42.61403504;0.00018688;0.00023822
1283;63.92105257;0.000193245;0.000227525
1284;103.8717104;0.000197193;0.000215938
1285;90.55482447;0.000193976;0.000213265
1286;71.91118414;0.000191214;0.000207026
1287;42.61403504;0.000183853;0.000190092
1288;47.94078943;0.000174557;0.000178505
1289;39.95065785;0.000168037;0.000193657
1290;2.66337719;0.000169829;0.000204352
1291;0;0.000182576;0.000217721
1292;0;0.000176757;0.000217721
1293;0;0.00015867;0.000219503
1294;0;0.000144312;0.000203461
1295;0;0.000132917;0.0001892
1296;0;0.0001118;0.000182962
1297;0;9.79E-05;0.000183853
1298;0;8.92E-05;0.000182962
1299;0;8.64E-05;0.00018207
1300;0;8.77E-05;0.00018207
1301;0;9.19E-05;0.000183853
1302;0;0.000106422;0.000181179
1303;2.66337719;0.000140942;0.0002097
1304;187.6300846;0.000164666;0.000224851
1305;445.5250022;0.000175026;0.000233764
1306;651.6417463;0.000180413;0.000229307
1307;552.9656956;0.000185476;0.000205243
1308;603.3912748;0.000191399;0.000200787
1309;77.23793852;0.000187555;0.000206134
1310;61.25767538;0.000185667;0.000199004
1311;34.62390347;0.000179056;0.000217721
1312;64.34207172;0.000171227;0.000227525
1313;69.05180656;0.000163065;0.000211482
1314;0;0.000165467;0.00021683
1315;0;0.000181745;0.0002097
1316;0;0.000177181;0.000217721
1317;0;0.000157733;0.000207026
1318;0;0.000143615;0.000198113
1319;0;0.000133394;0.000191874
1320;0;0.00011193;0.000177614
1321;0;9.64E-05;0.000180288
1322;0;8.75E-05;0.000166919
1323;0;8.38E-05;0.000163354
1324;0;8.43E-05;0.000166027
1325;0;8.95E-05;0.000166027
1326;0;0.000103874;0.000181179
1327;2.66337719;0.000137455;0.000214156
1328;146.204783;0.000160649;0.000239111
1329;403.8643809;0.00016905;0.000240894
1330;640.7986515;0.000167042;0.000220395
1331;675.6869331;0.000171563;0.000213265
1332;347.9345106;0.000178177;0.000204352
1333;615.0618061;0.000176294;0.000200787
1334;421.2526239;0.00017214;0.000166027
1335;341.9904307;0.000167072;0.000175831
1336;210.4981754;0.000162112;0.000199004
1337;79.11819373;0.000155968;0.000225742
1338;2.66337719;0.000160405;0.000221286
1339;0;0.00017876;0.000207917
1340;0;0.000174972;0.000215938
1341;0;0.000156709;0.000215047
1342;0;0.000142879;0.000207026
1343;0;0.000131006;0.000192765
1344;0;0.000110645;0.000187418
1345;0;9.40E-05;0.000179396
1346;0;8.54E-05;0.000173158
1347;0;8.14E-05;0.00017494
1348;0;8.25E-05;0.000176723
1349;0;8.75E-05;0.000174049
1350;0;0.000102183;0.000171375
1351;2.72796575;0.000139353;0.000172266
1352;53.99755305;0.000162259;0.000207917
1353;77.23793852;0.000169484;0.000222177
1354;125.1787279;0.000170681;0.000219503
1355;277.0046522;0.000173528;0.000194548
1356;763.1927902;0.00017642;0.000185635
1357;626.8256124;0.000179745;0.0001892
1358;340.0316136;0.000180715;0.000187418
1359;341.9321523;0.000176478;0.00017494
1360;79.90131571;0.000170314;0.000166919
1361;85.41140887;0.000163604;0.000158006
1362;2.66337719;0.00016412;0.000191874
1363;0;0.00017833;0.000199896
1364;0;0.000178659;0.000200787
1365;0;0.000163185;0.000190983
1366;0;0.000150228;0.000188309
1367;0;0.000137945;0.000176723
1368;0;0.000120178;0.00017494
1369;0;0.000106443;0.000168701
1370;0;9.76E-05;0.000144637
1371;0;9.04E-05;0.000141963
